address,unique_sender_nodes_count,unique_receiver_nodes_count,unique_sender_total_amount,unique_receiver_total_amount,cycle_tx_count,bidirectional_counterparties,closeness_centrality,betweenness_centrality,pagerank,degree_centrality,in_neighbor_count,out_neighbor_count,total_in_tx_count,total_out_tx_count,total_in_amount,total_out_amount,avg_in_amount,avg_out_amount,total_in_gas_used,total_out_gas_used,avg_in_gas_used,avg_out_gas_used,active_days,tx_per_day,amount_per_day,recv_gas_efficiency,send_gas_efficiency,first_tx_time,last_tx_time
0x0000000000000000000000000000000000000000,0,0,0.0,0.0,0,0,0.29516268102569737,0.0,3.605583115876568e-05,0.00012567550584391103,0,1,0,1,0.0,1000000000.0,0.0,1000000000.0,0,1603895,0.0,1603895.0,1,1.0,1000000000.0,0.0,623.482210493829,1603098539,1603098539
0x00000000003b3cc22af3ae1eac0440bcee416b40,0,0,0.0,0.0,8,1,0.23255398895028406,0.0,8.836634576362394e-05,0.0010054040467512883,1,1,4,4,242445.0,242444.0,60611.25,60611.0,380271,352522,95067.75,88130.5,4,2.0,121222.25,0.6375584780327713,0.6877414742909662,1623288937,1631842957
0x00000000a991c429ee2ec6df19d40fe0c80088b8,0,0,0.0,0.0,2,1,0.23255398895028406,0.0,4.902660348232632e-05,0.00025135101168782207,1,1,1,1,60116.0,60115.0,60116.0,60115.0,105094,78073,105094.0,78073.0,1,2.0,120231.0,0.5720212381296744,0.7699845016843211,1670543279,1670543279
0x00000000b7ca7e12dcc72290d1fe47b2ef14c607,0,0,0.0,0.0,6,1,0.23255398895028406,0.0,4.862183322351004e-05,0.0007540530350634662,1,1,3,3,58240.0,58237.0,19413.333333333332,19412.333333333332,191613,203915,63871.0,67971.66666666667,2,3.0,58238.5,0.30394597443806004,0.2855944878993698,1623401636,1623742169
0x00000000c9fdd743c60055c0e4ea30d266272c1f,0,0,0.0,0.0,2,1,0.23255398895028406,0.0,6.675083719820122e-05,0.00025135101168782207,1,1,1,1,142263.0,142262.0,142263.0,142262.0,119845,100565,119845.0,100565.0,1,2.0,284525.0,1.1870582836163377,1.414627355441754,1617235805,1617235817
0x000d2a36197b6c871c70240cc51b1100ec09b5c0,0,0,0.0,0.0,2,0,0.3718770215764283,3.7438765797275023e-06,3.662446322388673e-05,0.00025135101168782207,1,1,1,1,4923.0,4923.0,4923.0,4923.0,54162,32286,54162.0,32286.0,2,1.0,4923.0,0.09089398471252907,0.15248095149600446,1631800905,1634704401
0x0011e7a4ada2cb89c1bf8cae4732d60fe6f229bd,0,0,0.0,0.0,2,0,0.3718770215764283,3.7438765797275023e-06,3.777743606037634e-05,0.00025135101168782207,1,1,1,1,14905.0,14905.0,14905.0,14905.0,54174,32286,54174.0,32286.0,2,1.0,14905.0,0.27513198213164985,0.4616552065910921,1624158807,1634698827
0x0018822c20a626667ab524ac56c1e06a11bc01e8,0,0,0.0,0.0,2,0,0.3711634799307604,1.105635166104868e-06,3.655743739868412e-05,0.00025135101168782207,1,1,1,1,4480.0,4480.0,4480.0,4480.0,54174,32286,54174.0,32286.0,2,1.0,4480.0,0.08269649647432348,0.13875983398377006,1625101317,1634704401
0x0019c97d45f5f6348b881e1aec82d8ed041b6f55,0,0,0.0,0.0,2,0,0.3718770215764283,3.7438765797275023e-06,3.803466612517922e-05,0.00025135101168782207,1,1,1,1,17132.0,17132.0,17132.0,17132.0,54174,32286,54174.0,32286.0,2,1.0,17132.0,0.3162402628567209,0.5306324722790063,1623418687,1634704401
0x002acfc3672d74e197bda678c912a7c827624025,0,1,0.0,125.0,0,0,0.287230958972928,0.00025094030742035806,3.6065922728566665e-05,0.00025135101168782207,1,1,1,1,80.0,125.0,80.0,125.0,53062,49374,53062.0,49374.0,2,1.0,102.5,0.0015076702725114017,0.002531696844493053,1603850280,1646474283
0x0038e45b7f41a1837c8c524b354601d18b1c1fdd,0,0,0.0,0.0,2,0,0.3711634799307604,1.105635166104868e-06,3.609445931786655e-05,0.00025135101168782207,1,1,1,1,345.0,345.0,345.0,345.0,54174,32286,54174.0,32286.0,2,1.0,345.0,0.006368368590098572,0.010685746143839435,1623905095,1634704401
0x004225fe84cea7d0271b726465154199d0607ad3,0,0,0.0,0.0,0,0,0.2872101556877123,0.0,3.606075079904366e-05,0.00025135101168782207,1,0,2,0,39.0,0.0,19.5,0.0,91124,0,45562.0,0.0,1,2.0,39.0,0.00042798823581054386,0.0,1603778059,1603787851
0x0045d336953f44f0246f0e605f4f3458357a668b,0,0,0.0,0.0,2,0,0.3717724295298593,2.244901428235216e-06,8.147434242543298e-05,0.00025135101168782207,1,1,1,1,212258.0,212258.0,212258.0,212258.0,53086,51337,53086.0,51337.0,1,2.0,424516.0,3.9983799871905963,4.134600775269299,1610954807,1610955282
0x004d2eeb424717059c7636a0a2e249249a3db1ca,0,0,0.0,0.0,0,0,0.2934915160848347,0.0,3.61843643553004e-05,0.00012567550584391103,1,0,1,0,1007.0,0.0,1007.0,0.0,53074,0,53074.0,0.0,1,1.0,1007.0,0.018973508685985605,0.0,1615216054,1615216054
0x0056e321d2a63d2516db41f3a9bb193c4910ab9d,0,0,0.0,0.0,22,0,0.3717724295298593,2.244901428235216e-06,0.00011475068038495974,0.0027648611285660428,1,1,16,6,367771.0,367771.0,22985.6875,61295.166666666664,678684,338874,42417.75,56479.0,7,3.142857142857143,105077.42857142857,0.5418884193527473,1.0852735825114939,1619764382,1622082113
0x005c13bdb15a0e18ae0a59387046db2bab55bdea,0,0,0.0,0.0,2,0,0.3711634799307604,1.105635166104868e-06,3.772288814674463e-05,0.00025135101168782207,1,1,1,1,14889.0,14889.0,14889.0,14889.0,54174,32286,54174.0,32286.0,2,1.0,14889.0,0.27483663750138443,0.4611596357554358,1624852356,1634627769
0x0066ad539ba25be7b83e72e8870883adc5d24557,1,0,146514.0,0.0,2,0,0.36317525593737926,0.00020762237659430958,6.691296139512152e-05,0.00025135101168782207,1,1,1,1,146514.0,146514.0,146514.0,146514.0,38086,23098,38086.0,23098.0,1,2.0,293028.0,3.8469253794045057,6.343146592778596,1609233240,1609236618
0x006a3ec7f693f26698affdc495513ee25332fa5b,0,0,0.0,0.0,2,0,0.3718770215764283,3.7438765797275023e-06,3.818378332933752e-05,0.00025135101168782207,1,1,1,1,18423.0,18423.0,18423.0,18423.0,54174,32286,54174.0,32286.0,2,1.0,18423.0,0.34007088271126373,0.5706188440810258,1624763267,1634704401
0x00731a518af4816ecba92ce2ee4f9713c65b2f17,0,0,0.0,0.0,4,0,0.3711634799307604,1.105635166104868e-06,0.00012137255855953648,0.0005027020233756441,1,1,3,1,761990.0,761990.0,253996.66666666666,761990.0,128346,32298,42782.0,32298.0,3,1.3333333333333333,507993.3333333333,5.936998426129369,23.592482506656758,1624850189,1634627769
0x0076ec48527bce6140bb2741b1f6179feb670076,0,0,0.0,0.0,0,0,0.2872101556877123,0.0,3.606087694366617e-05,0.00012567550584391103,1,0,1,0,40.0,0.0,40.0,0.0,53050,0,53050.0,0.0,1,1.0,40.0,0.0007540056550424129,0.0,1603847423,1603847423
0x0088eb677a9f86240d1810220d8760092e15cbd2,0,0,0.0,0.0,2,0,0.3711634799307604,1.105635166104868e-06,4.3809902261290624e-05,0.00025135101168782207,1,1,1,1,69254.0,69254.0,69254.0,69254.0,54186,32298,54186.0,32298.0,2,1.0,69254.0,1.2780792086516812,2.1442194563130843,1624967348,1634704401
0x008a8768e57b0a41940cf961e467cf77f0b3416f,0,0,0.0,0.0,2,0,0.3711634799307604,1.105635166104868e-06,3.746458332632234e-05,0.00025135101168782207,1,1,1,1,12582.0,12582.0,12582.0,12582.0,54174,32286,54174.0,32286.0,2,1.0,12582.0,0.23225163362498616,0.38970451588923993,1624800512,1634704401
0x008dcb5c28fe2d39d22d9658e637a09384f53f19,0,0,0.0,0.0,2,0,0.2518584070867097,1.5978057736556385e-07,3.645300684018059e-05,0.00025135101168782207,1,1,1,1,100000.0,100000.0,100000.0,100000.0,53086,23098,53086.0,23098.0,2,1.0,100000.0,1.8837358248879177,4.329379167027448,1603176265,1613897008
0x009142df1c1c101ece0b5faa30dcd963f52893a7,0,0,0.0,0.0,2,0,0.3711634799307604,1.105635166104868e-06,4.091962023511771e-05,0.00025135101168782207,1,1,1,1,43440.0,43440.0,43440.0,43440.0,54174,32286,54174.0,32286.0,2,1.0,43440.0,0.8018606711706723,1.3454748188069132,1624860444,1634704401
0x0095f1e6f7e5a27e8a9e6001e73d70d9b94c5a04,0,0,0.0,0.0,2,0,0.3711634799307604,1.105635166104868e-06,3.6528774184974497e-05,0.00025135101168782207,1,1,1,1,4224.0,4224.0,4224.0,4224.0,54174,32286,54174.0,32286.0,2,1.0,4224.0,0.07797098239007642,0.1308307006132689,1625026866,1634704443
0x009894a7583b58d8103da9764e1f8c11d03db688,0,0,0.0,0.0,2,0,0.3717724295298593,2.244901428235216e-06,4.0008216094111396e-05,0.00025135101168782207,1,1,1,1,18471.0,18471.0,18471.0,18471.0,53074,51325,53074.0,51325.0,1,2.0,36942.0,0.34802351433847084,0.35988309790550416,1617419565,1617420839
0x0098cac2f54ffd113eed2e5c35c2bdd4c0dfef9e,0,0,0.0,0.0,0,0,0.2872101556877123,0.0,3.606087694366617e-05,0.00012567550584391103,1,0,1,0,40.0,0.0,40.0,0.0,53062,0,53062.0,0.0,1,1.0,40.0,0.0007538351362557008,0.0,1603850614,1603850614
0x009c995597e43db66935754be9ca29e79f687553,0,0,0.0,0.0,2,0,0.3711634799307604,1.105635166104868e-06,3.639228802281812e-05,0.00025135101168782207,1,1,1,1,3005.0,3005.0,3005.0,3005.0,54174,32286,54174.0,32286.0,2,1.0,3005.0,0.055469413371728137,0.09307439757170291,1624893323,1634704443
0x009f709843a8ba3cc7dae12b10dc2285ba2c8998,0,0,0.0,0.0,2,0,0.3718770215764283,3.7438765797275023e-06,3.9206581813320236e-05,0.00025135101168782207,1,1,1,1,27278.0,27278.0,27278.0,27278.0,54174,32286,54174.0,32286.0,2,1.0,27278.0,0.5035256765237937,0.8448863284395713,1624015898,1634704443
0x00a03da6744f65368383b34f48e908b16c8a63a9,1,0,1794.0,0.0,0,0,0.15241412174572389,0.0,0.00011513497425713994,0.00012567550584391103,1,0,1,0,1794.0,0.0,1794.0,0.0,49374,0,49374.0,0.0,1,1.0,1794.0,0.036334913112164295,0.0,1646195023,1646195023
0x00a4d32609a0732ab92766e00f5d897dab85b84e,0,0,0.0,0.0,2,0,0.3711634799307604,1.105635166104868e-06,3.652978187608147e-05,0.00025135101168782207,1,1,1,1,4233.0,4233.0,4233.0,4233.0,54174,32286,54174.0,32286.0,2,1.0,4233.0,0.07813711374460074,0.1311094592083256,1623897465,1634704443
0x00aa40679cd0b65114427696ffdabfbb39d6915c,0,0,0.0,0.0,2,0,0.3718770215764283,3.7438765797275023e-06,4.66183190375103e-05,0.00025135101168782207,1,1,1,1,91446.0,91446.0,91446.0,91446.0,54186,32298,54186.0,32298.0,2,1.0,91446.0,1.6876314915291772,2.8313208248188744,1624011221,1634704443
0x00b52ec40f0ba35c463060a7c73409588a192cd9,0,0,0.0,0.0,2,0,0.3717724295298593,2.244901428235216e-06,3.838177042828048e-05,0.00025135101168782207,1,1,1,1,10870.0,10870.0,10870.0,10870.0,53074,51325,53074.0,51325.0,2,1.0,10870.0,0.2048083807514037,0.21178762786166586,1614564521,1614643327
0x00bc48fe20856b6e8595d89654e5fbf6d7086971,0,0,0.0,0.0,0,0,0.2872101556877123,0.0,3.606075079904366e-05,0.00025135101168782207,1,0,2,0,39.0,0.0,19.5,0.0,91124,0,45562.0,0.0,1,2.0,39.0,0.00042798823581054386,0.0,1603778494,1603788788
0x00d43a346d5d3021e1993f27cc76af453459bf09,0,0,0.0,0.0,0,0,0.2872101556877123,0.0,3.606075079904366e-05,0.00025135101168782207,1,0,2,0,39.0,0.0,19.5,0.0,91124,0,45562.0,0.0,1,2.0,39.0,0.00042798823581054386,0.0,1603778200,1603788593
0x00eaa79b0f2e16061f65899510a07907f9795fc5,0,0,0.0,0.0,2,0,0.3711634799307604,1.105635166104868e-06,3.616287034746257e-05,0.00025135101168782207,1,1,1,1,956.0,956.0,956.0,956.0,53074,32286,53074.0,32286.0,2,1.0,956.0,0.01801258620039944,0.029610357430465216,1617299602,1634704443
0x00eb12e804e0ebfda2ffcacbe05e239bcf1f79d9,0,0,0.0,0.0,2,0,0.3711634799307604,1.105635166104868e-06,3.7124767491913304e-05,0.00025135101168782207,1,1,1,1,9547.0,9547.0,9547.0,9547.0,54174,32286,54174.0,32286.0,2,1.0,9547.0,0.1762284490715103,0.2957009230006814,1624850937,1634704443
0x00f0defbb27a2c36327595e0f4ffa4070416f989,0,0,0.0,0.0,0,0,0.2872101556877123,0.0,3.6070968513467164e-05,0.00012567550584391103,1,0,1,0,120.0,0.0,120.0,0.0,53062,0,53062.0,0.0,1,1.0,120.0,0.0022615054087671027,0.0,1603850572,1603850572
0x010250a45dc6b70e4b30d5957fc329f99eef2f64,0,0,0.0,0.0,2,0,0.3711634799307604,1.105635166104868e-06,4.2953924648751236e-05,0.00025135101168782207,1,1,1,1,61609.0,61609.0,61609.0,61609.0,54186,32286,54186.0,32286.0,2,1.0,61609.0,1.1369911047133947,1.908226475871895,1624850216,1634704572
0x0108ae31c2f3e0a56dcb7cda90ae50a9ff682f8d,0,0,0.0,0.0,13,0,0.3717724295298593,2.244901428235216e-06,5.573494640611964e-05,0.0016337815759708435,1,1,7,6,91968.0,91968.0,13138.285714285714,15328.0,342802,352550,48971.71428571428,58758.333333333336,6,2.1666666666666665,30656.0,0.26828314887311044,0.26086512551411145,1617251182,1620082407
0x010f26539fdd09d6d2dc7cf054f38884f9345d67,0,0,0.0,0.0,0,0,0.2872101556877123,0.0,3.606075079904366e-05,0.00025135101168782207,1,0,2,0,39.0,0.0,19.5,0.0,91148,0,45574.0,0.0,1,2.0,39.0,0.0004278755430728047,0.0,1603778216,1603788603
0x01191c65f9631720beb6659bcad76840450669e8,0,0,0.0,0.0,2,0,0.3717724295298593,2.244901428235216e-06,5.295794182104484e-05,0.00025135101168782207,1,1,1,1,78990.0,78990.0,78990.0,78990.0,53098,51337,53098.0,51337.0,1,2.0,157980.0,1.4876266526046178,1.5386563297426807,1610954224,1610954764
0x011df6fdb08e50dcf68af32ee7eda365127089f6,0,0,0.0,0.0,2,0,0.3711634799307604,1.105635166104868e-06,4.719921531677525e-05,0.00025135101168782207,1,1,1,1,99525.0,99525.0,99525.0,99525.0,54198,32298,54198.0,32298.0,2,1.0,99525.0,1.8363223735193182,3.0814601523314136,1624888249,1634627769
0x012d3d5df1831dea642791410136d401847b9c77,0,0,0.0,0.0,2,0,0.3711634799307604,1.105635166104868e-06,4.826725592449445e-05,0.00025135101168782207,1,1,1,1,109064.0,109064.0,109064.0,109064.0,54198,32298,54198.0,32298.0,2,1.0,109064.0,2.0123251780508506,3.37680351724565,1626235963,1634627769
0x0138e32a3d17d16e7c6886933c0e21ba0aaa976d,0,0,0.0,0.0,8,0,0.3717724295298593,2.244901428235216e-06,7.533702962614838e-05,0.0010054040467512883,1,1,4,4,183576.0,183576.0,45894.0,45894.0,215656,236812,53914.0,59203.0,5,1.6,73430.4,0.8512445746930296,0.7751972028444505,1618142218,1619834558
0x0140f8732a23c69ec3f3c64ffbf04e4e6efa3ad2,0,0,0.0,0.0,3,0,0.37421068411628233,4.849511745832344e-06,3.66944519349772e-05,0.0003770265175317331,2,1,2,1,5532.0,5532.0,2766.0,5532.0,91260,32286,45630.0,32286.0,3,1.0,3688.0,0.06061801446416831,0.1713436164281732,1624802241,1634704572
0x014223b215fb8d68fcc595cf84f0b87d5aa520c3,0,0,0.0,0.0,2,0,0.3718770215764283,3.7438765797275023e-06,3.6081704321996866e-05,0.00025135101168782207,1,1,1,1,224.0,224.0,224.0,224.0,54174,32274,54174.0,32274.0,2,1.0,224.0,0.004134824823716174,0.006940571357749272,1624794342,1634627769
0x0147d51b12c36ffbf75c08768583ff69c9601fa1,0,0,0.0,0.0,2,0,0.29887779767713624,7.951707141842355e-06,3.611181399804229e-05,0.00025135101168782207,1,1,1,1,500.0,500.0,500.0,500.0,53086,32286,53086.0,32286.0,2,1.0,500.0,0.009418679124439588,0.015486588614260052,1616742663,1634533338
0x015148d80ff0d8835b5bd625c17bde21d83f3a14,0,0,0.0,0.0,2,0,0.3711634799307604,1.105635166104868e-06,3.610968665014978e-05,0.00025135101168782207,1,1,1,1,481.0,481.0,481.0,481.0,54186,32286,54186.0,32286.0,2,1.0,481.0,0.00887683165393275,0.014898098246918168,1625296189,1634704572
0x0159801ee80a0ecce7f92b95a46295bdd4ce9ff4,0,0,0.0,0.0,2,0,0.2969752579630228,4.4411588884276887e-07,3.7948349183472254e-05,0.00025135101168782207,1,1,1,1,1250000.0,1250000.0,1250000.0,1250000.0,53098,38098,53098.0,38098.0,2,1.0,1250000.0,23.54137632302535,32.8101212662082,1603327788,1606204985
0x01606b67c57c3b278a116a42399c413b041af9ce,0,0,0.0,0.0,2,0,0.3718770215764283,3.7438765797275023e-06,3.85646039506465e-05,0.00025135101168782207,1,1,1,1,21720.0,21720.0,21720.0,21720.0,54186,32286,54186.0,32286.0,2,1.0,21720.0,0.4008415457867346,0.6727374094034566,1624237606,1634704572
0x0167b9ceb3288aad479d3e701f98ccdc08ffcc64,0,0,0.0,0.0,2,0,0.3711634799307604,1.105635166104868e-06,3.660233563578396e-05,0.00025135101168782207,1,1,1,1,4881.0,4881.0,4881.0,4881.0,54186,32286,54186.0,32286.0,2,1.0,4881.0,0.09007861809323442,0.1511800780524066,1624871529,1634704572
0x0171a594c07529a766314a9c16bbacb45cfebe7d,0,0,0.0,0.0,0,0,0.29842795150363066,0.0,3.6067027726621e-05,0.00012567550584391103,1,0,1,0,100.0,0.0,100.0,0.0,53074,0,53074.0,0.0,1,1.0,100.0,0.0018841617364434562,0.0,1618365667,1618365667
0x0179b1b6d0e150d28471042880fd1d443e3a5b52,0,0,0.0,0.0,2,0,0.3711634799307604,1.105635166104868e-06,3.666772359205905e-05,0.00025135101168782207,1,1,1,1,5465.0,5465.0,5465.0,5465.0,54186,32286,54186.0,32286.0,2,1.0,5465.0,0.10085630974790537,0.16926841355386235,1627663675,1634698752
0x018159e9800530dd1a8227dce18a8e6d26541723,0,0,0.0,0.0,0,0,0.2872101556877123,0.0,3.606087694366617e-05,0.00012567550584391103,1,0,1,0,40.0,0.0,40.0,0.0,53074,0,53074.0,0.0,1,1.0,40.0,0.0007536646945773825,0.0,1603850358,1603850358
0x0185585d52d7360d7059a8914a3abeae192e9767,0,0,0.0,0.0,4,0,0.3717724295298593,2.244901428235216e-06,4.3375585577492675e-05,0.0005027020233756441,1,1,2,2,34208.0,34208.0,17104.0,17104.0,108372,102250,54186.0,51125.0,3,1.3333333333333333,22805.333333333332,0.31565348983132174,0.3345525672371638,1618988286,1619340249
0x01875c3344b1fb5890207572d73d81d151a475f0,0,0,0.0,0.0,2,0,0.3718770215764283,3.7438765797275023e-06,3.6291115236899255e-05,0.00025135101168782207,1,1,1,1,2037.0,2037.0,2037.0,2037.0,54186,32286,54186.0,32286.0,2,1.0,2037.0,0.037592736131103976,0.06309236201449545,1624431956,1634698752
0x01895a468218f24f226096179908dab3fd3c41e4,0,0,0.0,0.0,2,0,0.3717724295298593,2.244901428235216e-06,4.695950064879934e-05,0.00025135101168782207,1,1,1,1,50957.0,50957.0,50957.0,50957.0,53086,66325,53086.0,66325.0,1,2.0,101914.0,0.9598952642881362,0.7682924990576706,1617930595,1617931286
0x018cd03ba120e8c34eeed29b39ef3a74bbe8a7f7,0,0,0.0,0.0,2,0,0.3711634799307604,1.105635166104868e-06,3.803314504201561e-05,0.00025135101168782207,1,1,1,1,17660.0,17660.0,17660.0,17660.0,54186,32286,54186.0,32286.0,2,1.0,17660.0,0.3259144428450153,0.546986309855665,1624865079,1634698752
0x018dbb71045639f53215d9cef7fe85ddd699b8e2,0,0,0.0,0.0,0,0,0.2872101556877123,0.0,3.606087694366617e-05,0.00012567550584391103,1,0,1,0,40.0,0.0,40.0,0.0,53074,0,53074.0,0.0,1,1.0,40.0,0.0007536646945773825,0.0,1603847647,1603847647
0x01905e17f36f61afc2d8ec368ac6c0c65b2e4da0,0,0,0.0,0.0,0,0,0.2872101556877123,0.0,3.606087694366617e-05,0.00012567550584391103,1,0,1,0,40.0,0.0,40.0,0.0,53074,0,53074.0,0.0,1,1.0,40.0,0.0007536646945773825,0.0,1603847970,1603847970
0x019141202e58844c0c2da9549322d2ef1c019b7c,0,1,0.0,605869.0,2,0,0.3636581796121091,8.190456231728172e-05,0.00016569837939074962,0.00025135101168782207,1,1,1,1,605869.0,605869.0,605869.0,605869.0,53098,38098,53098.0,38098.0,1,2.0,1211738.0,11.410392105164036,15.902908289149037,1610954550,1610955834
0x019fa103f01c54ae059b78793fa64070f3ad85b6,0,0,0.0,0.0,2,0,0.3711634799307604,1.105635166104868e-06,3.765850788157652e-05,0.00025135101168782207,1,1,1,1,14314.0,14314.0,14314.0,14314.0,54186,32286,54186.0,32286.0,2,1.0,14314.0,0.2641641752482191,0.4433500588490367,1623888740,1634698758
0x01a57177be0a0119dbd610899ee82a9c07db8396,0,0,0.0,0.0,2,0,0.3711634799307604,1.105635166104868e-06,3.7253304090892404e-05,0.00025135101168782207,1,1,1,1,10695.0,10695.0,10695.0,10695.0,54186,32286,54186.0,32286.0,2,1.0,10695.0,0.1973757059018935,0.33125813045902247,1626686549,1634698758
0x01a89b4d45f32da9a2731fea88b575e7df799cd4,0,0,0.0,0.0,2,0,0.3711634799307604,1.105635166104868e-06,4.623395920196791e-05,0.00025135101168782207,1,1,1,1,90904.0,90904.0,90904.0,90904.0,54198,32298,54198.0,32298.0,2,1.0,90904.0,1.6772574633750323,2.8145395999752307,1624867561,1634698758
0x01ac56d3b7bcabc129952fb2e702b631abd7b1d9,0,0,0.0,0.0,2,0,0.3718770215764283,3.7438765797275023e-06,3.624976437780656e-05,0.00025135101168782207,1,1,1,1,1679.0,1679.0,1679.0,1679.0,54186,32286,54186.0,32286.0,2,1.0,1679.0,0.030985863507178975,0.052003964566685254,1624843302,1634698767
0x01bf005510a26982e26add6ba168dcfe772ac833,0,0,0.0,0.0,2,0,0.3711634799307604,1.105635166104868e-06,4.6643305722758504e-05,0.00025135101168782207,1,1,1,1,94560.0,94560.0,94560.0,94560.0,54186,32298,54186.0,32298.0,2,1.0,94560.0,1.7451002103864466,2.927735463496192,1626526426,1634698767
0x01c9b72b2a173865ff9911b96c03a21cad73c8b0,0,0,0.0,0.0,2,0,0.3718770215764283,3.7438765797275023e-06,3.667967470613899e-05,0.00025135101168782207,1,1,1,1,5401.0,5401.0,5401.0,5401.0,54186,32286,54186.0,32286.0,2,1.0,5401.0,0.0996751928542428,0.16728613021123706,1624428877,1634698767
0x01d8e635faaae307e2dcf2acf969059e1612ef06,0,0,0.0,0.0,3,0,0.37421068411628233,4.849511745832344e-06,3.747103456489371e-05,0.0003770265175317331,2,1,2,1,12335.0,12335.0,6167.5,12335.0,91272,32286,45636.0,32286.0,2,1.5,12335.0,0.13514549916732405,0.38205414111379543,1624625430,1634627784
0x01e31fe447a6a344861766b92967e4b898481262,0,0,0.0,0.0,2,0,0.3711634799307604,1.105635166104868e-06,3.652911008201016e-05,0.00025135101168782207,1,1,1,1,4227.0,4227.0,4227.0,4227.0,54186,32286,54186.0,32286.0,2,1.0,4227.0,0.07800907983612003,0.13092362014495446,1627444548,1634698767
0x01f523967908026878f27ed646d57facf12188a3,0,0,0.0,0.0,0,0,0.2872101556877123,0.0,3.6070968513467164e-05,0.00012567550584391103,1,0,1,0,120.0,0.0,120.0,0.0,53074,0,53074.0,0.0,1,1.0,120.0,0.0022609940837321476,0.0,1603847665,1603847665
0x02000808dc4400ac0acd2a1a260f991e8c33bed3,0,0,0.0,0.0,2,0,0.3711634799307604,1.105635166104868e-06,3.61295045752537e-05,0.00025135101168782207,1,1,1,1,658.0,658.0,658.0,658.0,54162,32286,54162.0,32286.0,2,1.0,658.0,0.012148738968280344,0.020380350616366227,1625743350,1634698767
0x0207f9b7e2ffd3b516e3ea3ea9b1e9ab0283550a,0,0,0.0,0.0,2,0,0.3711634799307604,1.105635166104868e-06,3.898586100082499e-05,0.00025135101168782207,1,1,1,1,26169.0,26169.0,26169.0,26169.0,54186,32286,54186.0,32286.0,2,1.0,26169.0,0.48294762484774667,0.8105370748931425,1625022711,1634698767
0x020ee9fe1da61ef5968b9ae4964d29c110ff062b,0,0,0.0,0.0,2,0,0.2710626213869403,7.241698610131382e-05,3.626788527221164e-05,0.00025135101168782207,1,1,1,1,20000.0,20000.0,20000.0,20000.0,53086,23086,53086.0,23086.0,2,1.0,20000.0,0.37674716497758354,0.8663259118080222,1603244700,1614643127
0x0211a7d2d2cfe63b0a81087a561356ec909c99b9,0,0,0.0,0.0,2,0,0.3718770215764283,3.7438765797275023e-06,4.064958818942369e-05,0.00025135101168782207,1,1,1,1,39771.0,39771.0,39771.0,39771.0,54186,32286,54186.0,32286.0,2,1.0,39771.0,0.7339718746539696,1.231834231555473,1624805272,1634698767
0x02225389efdf75d9727da3dfff07f79e83de1a6f,0,0,0.0,0.0,0,0,0.2872101556877123,0.0,3.606087694366617e-05,0.00012567550584391103,1,0,1,0,40.0,0.0,40.0,0.0,53074,0,53074.0,0.0,1,1.0,40.0,0.0007536646945773825,0.0,1603844538,1603844538
0x02268f65e4d844f28e5bf6f5180b0f66e3445fa3,0,0,0.0,0.0,2,0,0.3717724295298593,2.244901428235216e-06,3.827328365646411e-05,0.00025135101168782207,1,1,1,1,10363.0,10363.0,10363.0,10363.0,54186,51125,54186.0,51125.0,1,2.0,20726.0,0.1912486620160189,0.20269926650366749,1618577769,1618585661
0x022e457e1451db87d27d8442034fab9ccd506efa,0,0,0.0,0.0,2,0,0.3718770215764283,3.7438765797275023e-06,5.9567606224331586e-05,0.00025135101168782207,1,1,1,1,203556.0,203556.0,203556.0,203556.0,54198,22098,54198.0,22098.0,2,1.0,203556.0,3.7557843462858407,9.211512354059192,1623596677,1623907946
0x022f7fe72d1af1426bb3873b08b48fdeb6030f32,0,0,0.0,0.0,3,0,0.37421068411628233,4.849511745832344e-06,4.0045073927899156e-05,0.0003770265175317331,2,1,2,1,34618.0,34618.0,17309.0,34618.0,91172,23086,45586.0,23086.0,3,1.0,23078.666666666668,0.37969990786645025,1.4995235207485056,1615907677,1616131328
0x023bffc1848cf6b47dc16f23ad6a2aebd34dce8b,0,0,0.0,0.0,2,0,0.3718770215764283,3.7438765797275023e-06,3.7255814608804804e-05,0.00025135101168782207,1,1,1,1,10389.0,10389.0,10389.0,10389.0,54186,32286,54186.0,32286.0,2,1.0,10389.0,0.1917284907540693,0.32178033822709534,1624844524,1634698767
0x0245dd86082628f6ceaef2b2b1fde7acf0e7f71d,1,0,120.0,0.0,2,0,0.3989045990926711,0.0001651894097046546,6.679413659323868e-05,0.00025135101168782207,1,1,1,1,120.0,120.0,120.0,120.0,38074,23074,38074.0,23074.0,2,1.0,120.0,0.0031517571045858064,0.005200658750108347,1606894721,1609280681
0x024776445465250f27ef4852bfbfe3777c80505f,0,0,0.0,0.0,2,0,0.3711634799307604,1.105635166104868e-06,3.6407291423744246e-05,0.00025135101168782207,1,1,1,1,3139.0,3139.0,3139.0,3139.0,53086,32286,53086.0,32286.0,2,1.0,3139.0,0.059130467543231736,0.0972248033203246,1617505130,1634698767
0x0248208ce62e51f53b136be50f4a364f3f33cb9e,0,0,0.0,0.0,12,0,0.3717724295298593,2.244901428235216e-06,6.608676701150946e-05,0.0015081060701269324,1,1,6,6,140346.0,140346.0,23391.0,23391.0,318528,307962,53088.0,51327.0,10,1.2,28069.2,0.4406080470162749,0.4557250569875504,1611792687,1617677436
